PROCESO;CÓDIGO;TITULO DOCUMENTO;TIPO;VERSIÓN;ESTADO;FECHA DE APROBACION;ÁREAS;MOTIVO DEL CAMBIO;TIEMPO DE RETENCIÓN;RESPONSABLE DE RETENCIÓN;LUGAR DE ALMACENAMIENTO FÍSICO;LUGAR DE ALMACENAMIENTO MAGNÉTICO;CONSERVACIÓN;DISPOSICIÓN FINAL;COPIAS CONTROLADAS; FECHA DE VIGENCIA;DIAS;SEÑAL ALERTA;OBSOLETO;ANULADO;EN ACTUALIZACIÓN
ASEO;ASE-P003;BAJA DE EQUIPOS Y UTENSILIOS DEL OLLERO;P;1;DESACTUALIZADO;2018-12-08;MANTENIMIENTO - HIGIENE;;;;;;;;;2024-08-12;2044;alerta;;;
 AUDIFONOS;AUD-F001;CONTROL DE RENDIMIENTO DE HIGIENIZACIÓN DE AUDÍFONOS;F;6;DESACTUALIZADO;2018-12-09;AUDIFONOS;;;;;;;;1;2024-08-12;2043;alerta;;;
 AUDIFONOS;AUD-F002;REGISTRO DIARIO DE HIGIENIZACION  DE AUDIFONOS;F;2;OBSOLETO;2018-12-10;AUDIFONOS;;;;;;;;1;2024-08-12;2042; ;X;;
 AUDIFONOS;AUD-F003;ENTREGA DE AUDIFONOS LAN A BARES Y LICORES;F;2;OBSOLETO;2018-12-11;AUDIFONOS;;;;;;;;1;2024-08-12;2041; ;X;;
 AUDIFONOS;AUD-F004;ENTREGA DE AUDÍFONOS AVIANCA A PICK AND PACK Y SD;F;7;DESACTUALIZADO;2018-12-12;AUDIFONOS;;;;;;;;1;2024-08-12;2040;alerta;;;
 AUDIFONOS;AUD-F005;REGISTRO DIARIO DE RECICLADO DE AUDÍFONOS;F;4;DESACTUALIZADO;2018-12-13;AUDIFONOS;;;;;;;;1;2024-08-12;2039;alerta;;;
 AUDIFONOS;AUD-F006;REGISTRO DE DEVOLUCION DE AUDIFONOS AL AREA DE ALMACEN;F;4;DESACTUALIZADO;2018-12-14;AUDIFONOS;;;;;;;;1;2024-08-12;2038;alerta;;;
 AUDIFONOS;AUD-F007;REGISTRO DIARIO DE SOLICITUD DE AUDÍFONOS AL ALMACÉN;F;4;DESACTUALIZADO;2018-12-15;AUDIFONOS;;;;;;;;2;2024-08-12;2037;alerta;;;
 AUDIFONOS;AUD-F008;REGISTRO DE SOLICITUD DE AUDÍFONOS BC AL ALMACÉN;F;1;OBSOLETO;2018-12-16;AUDIFONOS;;;;;;;;3;2024-08-12;2036; ;X;;
 AUDIFONOS;AUD-F009;REGISTRO DIARIO DE AUDÍFONOS HIGIENIZADOS DE AVIANCA BC;F;1;OBSOLETO;2018-12-17;AUDIFONOS;;;;;;;;4;2024-08-12;2035; ;X;;
 AUDIFONOS;AUD-F010;REGISTRO DIARIO DE RECIBO DE AUDIFONOS;F;2;OBSOLETO;2018-12-18;AUDIFONOS;;;;;;;;;2024-08-12;2034; ;X;;
 AUDIFONOS;AUD-I001;HIGIENIZACIÓN DE AUDÍFONOS YC Y BC;I;7;DESACTUALIZADO;2018-12-19;AUDIFONOS;;;;;;;;2;2024-08-12;2033;alerta;;;
 AUDIFONOS;AUD-I002;RECIBO Y ENTREGA DE AUDÍFONOS OUTSOURCING;I;1;OBSOLETO;2018-12-20;AUDIFONOS;;;;;;;;2;2024-08-12;2032; ;X;;
 AUDIFONOS;AUD-I003;HIGIENIZACIÓN DE AUDIFONOS LAN;I;5;DESACTUALIZADO;2018-12-21;AUDIFONOS;;;;;;;;;2024-08-12;2031;alerta;;;
 AUDIFONOS;AUD-I004;HIGIENIZACIÓN DE AUDIFONOS AVIANCA BC;I;3;OBSOLETO;2018-12-22;AUDIFONOS;;;;;;;;2;2024-08-12;2030; ;X;;
 AUDIFONOS;AUD-I005;PROCESO DE MONTAJE DE VUELOS (AUDÍFONOS);I;5;DESACTUALIZADO;2018-12-23;AUDIFONOS;;;;;;;;;2024-08-12;2029;alerta;;;
 AUDIFONOS;AUD-I006;DEVOLUCIÓN DE AUDÍFONOS EN MAL ESTADO;I;4;DESACTUALIZADO;2018-12-24;AUDIFONOS;;;;;;;;2;2024-08-12;2028;alerta;;;
 AUDIFONOS;AUD-L001;MAPA ÁREA DE AUDÍFONOS;L;12;DESACTUALIZADO;2018-12-25;AUDIFONOS;;;;;;;;2;2024-08-12;2027;alerta;;;
 AUDIFONOS;AUD-L002;LAYOUT DE HIGIENIZACION DE AUDIFONOS TODAS LAS AEROLINEAS;L;6;DESACTUALIZADO;2018-12-26;AUDIFONOS;;;;;;;;1;2024-08-12;2026;alerta;;;
 AUDIFONOS;AUD-L003;LAYOUT MONTAJE DE TULAS Y GAVETAS CON AUDÍFONOS PARA TODAS LAS AEROLINEAS;L;7;DESACTUALIZADO;2018-12-27;AUDIFONOS;;;;;;;;2;2024-08-12;2025;alerta;;;
 AUDIFONOS;AUD-MCV-001;AUDIFONOS;MCV;3;DESACTUALIZADO;2018-12-28;AUDIFONOS;;;;;;;;;2024-08-12;2024;alerta;;;
 AUDIFONOS;AUD-P001;HIGIENIZACIÓN Y MONTAJE DE AUDÍFONOS;P;3;DESACTUALIZADO;2018-12-29;AUDIFONOS;;;;;;;;;2024-08-12;2023;alerta;;;
BIENESTAR;BIE-F001;CONTROL DE ENTREGA DE VALERAS DE ALIMENTACIÓN ;F;3;OBSOLETO;2018-12-30;TALENTO HUMANO;;;;;;;;1;2024-08-12;2022; ;x;;
BIENESTAR;BIE-F002;AUTORIZACIÓN DE DESCUENTOS POR NÓMINA;F;11;DESACTUALIZADO;2018-12-31;TALENTO HUMANO;;;;;;;;1;2024-08-12;2022;alerta;;;
BIENESTAR;BIE-F003;LISTADO DE CUMPLEAÑOS;F;5;DESACTUALIZADO;2019-01-01;TALENTO HUMANO;;;;;;;;1;2024-08-12;2021;alerta;;;
BIENESTAR;BIE-F004;CONTROL SERVICIO DE ALIMENTACION LOGISTICA Y SERVICIOS CASINO TPA;F;1;OBSOLETO;2019-01-02;CASINO;;;;;;;;1;2024-08-12;2020; ;x;;
BIENESTAR;BIE-F005;SOLICITUD DE ALMUERZOS DE LOGÍSTICA A PRODUCCIÓN;F;2;OBSOLETO;2019-01-03;TALENTO HUMANO;;;;;;;;1;2024-08-12;2019; ;x;;
BIENESTAR;BIE-F008;ENTREGA DE TORTAS Y TARJETA DE FELICITACIÓN DEL MES;F;6;OBSOLETO;2019-01-04;TALENTO HUMANO;;;;;;;;1;2024-08-12;2018; ;x;;
BIENESTAR;BIE-F009;CONTROL ENTREGA DE VALES SERVICIOS DE TAXI;F;3;OBSOLETO;2019-01-05;TALENTO HUMANO;;;;;;;;1;2024-08-12;2017; ;X;;
BIENESTAR;BIE-F010;CONTROL ENTREGA DE VALES A USUARIOS SERVICIO DE TAXI;F;4;OBSOLETO;2019-01-06;TALENTO HUMANO;;;;;;;;1;2024-08-12;2016; ;X;;
BIENESTAR;BIE-F011;AUTORIZACIÓN SERVICIO DE ALIMENTACIÓN PARA CONTRATISTAS;F;2;OBSOLETO;2019-01-07;TALENTO HUMANO;;;;;;;;1;2024-08-12;2015; ;x;;
BIENESTAR;BIE-F012;IDENTIFICACIÓN MEJOR EMPLEADO;F;6;DESACTUALIZADO;2019-01-08;TALENTO HUMANO;;;;;;;;;2024-08-12;2014;alerta;;;
BIENESTAR;BIE-F013;CONTROL ENTREGA CARTAS DE RECONOCIMIENTO POR AÑOS DE SERVICIO;F;3;DESACTUALIZADO;2019-01-09;TALENTO HUMANO;;;;;;;;1;2024-08-12;2013;alerta;;;
BIENESTAR;BIE-F014;CONTROL ENTREGA DE RECONOCIMIENTO POR AÑOS DE SERVICIO (5,10,15,20, 25 y mas);F;4;DESACTUALIZADO;2019-01-10;TALENTO HUMANO;;;;;;;;1;2024-08-12;2012;alerta;;;
BIENESTAR;BIE-F015;FORMATO IDEAS EN ACCION ;F;2;OBSOLETO;2019-01-11;TALENTO HUMANO;;;;;;;;1;2024-08-12;2011; ;X;;
BIENESTAR;BIE-F016;REGISTRO DE RECORRIDAS DIARIAS;F;2;OBSOLETO;2019-01-12;TALENTO HUMANO;;;;;;;;1;2024-08-12;2010; ;X;;
BIENESTAR;BIE-F017;CONTROL ENTREGA NOTAS DE AGRADECIMIENTO;F;6;DESACTUALIZADO;2019-01-13;TALENTO HUMANO;;;;;;;;1;2024-08-12;2009;alerta;;;
BIENESTAR;BIE-F018;REGISTRO CONTROL ENTREGA DE RECONOCIMIENTOS;F;5;DESACTUALIZADO;2019-01-14;TALENTO HUMANO;;;;;;;;1;2024-08-12;2008;alerta;;;
BIENESTAR;BIE-F019;ENTREGA PREMIOS NOTAS DE AGRADECIMIENTO;F;2;OBSOLETO;2019-01-15;TALENTO HUMANO;;;;;;;;1;2024-08-12;2007; ;X;;
BIENESTAR;BIE-F020;ACUERDO DE EXCLUSIÓN SALARIAL;F;4;DESACTUALIZADO;2019-01-16;TALENTO HUMANO;;;;;;;;2;2024-08-12;2006;alerta;;;
BIENESTAR;BIE-F021;ENTREGA DE DOTACIÓN SUCIA A LAVANDERÍA;F;1;OBSOLETO;2019-01-17;ROPERIA;;;;;;;;1;2024-08-12;2005; ;x;;
BIENESTAR;BIE-I001;CLASIFICACION Y ENTREGA DE DOTACIÓN SUCIA A LAVANDERÍA;I;2;OBSOLETO;2019-01-18;ROPERIA;;;;;;;;1;2024-08-12;2004; ;x;;
BIENESTAR;BIE-I002;DISTRUBUCIÓN DE LA DOTACIÓN EN LOS CASILLEROS;I;2;OBSOLETO;2019-01-19;ROPERIA;;;;;;;;2;2024-08-12;2003; ;x;;
BIENESTAR;BIE-L001;MAPA AREA DE CAFETERIA;L;9;DESACTUALIZADO;2019-01-20;TALENTO HUMANO;;;;;;;;;2024-08-12;2002;alerta;;;
BIENESTAR;BIE-L002;LAYOUT SALA DE JUNTAS DE TALENTO ;L;2;OBSOLETO;2019-01-21;TALENTO HUMANO;;;;;;;;1;2024-08-12;2001; ;X;;
BIENESTAR;BIE-L003;MAPA ARCHIVO DE TALENTO HUMANO;L;3;DESACTUALIZADO;2019-01-22;TALENTO HUMANO;;;;;;;;1;2024-08-12;2000;alerta;;;
BIENESTAR;BIE-L004;MAPA VESTIER HOMBRES;L;6;DESACTUALIZADO;2019-01-23;TALENTO HUMANO;;;;;;;;1;2024-08-12;1999;alerta;;;
BIENESTAR;BIE-L005;MAPA VESTIER DAMAS;L;6;DESACTUALIZADO;2019-01-24;TALENTO HUMANO;;;;;;;;1;2024-08-12;1998;alerta;;;
BIENESTAR;BIE-L006;MAPA AREA DE ROPERIA;L;3;OBSOLETO;2019-01-25;ROPERIA;;;;;;;;2;2024-08-12;1997; ;x;;
BIENESTAR;BIE-L007;MUEBLE CON DOTACION DE PASO (A);L;1;OBSOLETO;2019-01-26;TALENTO HUMANO;;;;;;;;2;2024-08-12;1996; ;x;;
BIENESTAR;BIE-L008;MUEBLE CON DOTACION DE PASO (B);L;1;OBSOLETO;2019-01-27;TALENTO HUMANO;;;;;;;;2;2024-08-12;1995; ;x;;
BIENESTAR;BIE-L009;LOYOUT BODEGA DE TALENTO HUMANO;L;1;DESACTUALIZADO;2019-01-28;TALENTO HUMANO;;;;;;;;2;2024-08-12;1994;alerta;;;
BIENESTAR;BIE-L010;MAPA SALA DE ENTRENAMIENTO;L;6;DESACTUALIZADO;2019-01-29;TALENTO HUMANO;;;;;;;;2;2024-08-12;1993;alerta;;;
BIENESTAR;BIE-L011;LAYOUT OFICINA DOTACIÓN;L;1;DESACTUALIZADO;2019-01-30;TALENTO HUMANO;;;;;;;;3;2024-08-12;1992;alerta;;;
BIENESTAR;BIE-P001;ENTREGA DE ALIMENTACIÓN;P;4;OBSOLETO;2019-01-31;TALENTO HUMANO;;;;;;;;3;2024-08-12;1992; ;x;;
BIENESTAR;BIE-P002;ENTREGA DE ALIMENTACIÓN PERSONAL QUE LABORA EN EL AEROPUERTO ;P;5;OBSOLETO;2019-02-01;TALENTO HUMANO;;;;;;;;1;2024-08-12;1991; ;X;;
BIENESTAR;BIE-P003;RECONOCIMIENTO POR CUMPLEAÑOS;P;7;DESACTUALIZADO;2019-02-02;TALENTO HUMANO;;;;;;;;;2024-08-12;1990;alerta;;;
BIENESTAR;BIE-P004;CONTROL DE TAXI;P;8;DESACTUALIZADO;2019-02-03;TALENTO HUMANO;;;;;;;;1;2024-08-12;1989;alerta;;;
BIENESTAR;BIE-P005;FUNCIONAMIENTO DEL COMITÉ DE CONVIVENCIA;P;2;ANULADO;2019-02-04;TALENTO HUMANO;;;;;;;;1;2024-08-12;1988;alerta;;X;
BIENESTAR;BIE-P007;PLAN DE RECONOCIMIENTOS;P;7;DESACTUALIZADO;2019-02-05;TALENTO HUMANO;;;;;;;;1;2024-08-12;1987;alerta;;;
BIENESTAR;BIE-P008;RECONOCIMIENTO POR AÑOS DE SERVICIO;P;5;DESACTUALIZADO;2019-02-06;TALENTO HUMANO;;;;;;;;1;2024-08-12;1986;alerta;;;
BIENESTAR;BIE-P009;RECONOCIMIENTO POR NOTAS DE AGRADECIMIENTO;P;7;DESACTUALIZADO;2019-02-07;TALENTO HUMANO;;;;;;;;1;2024-08-12;1985;alerta;;;
BIENESTAR;BIE-P010;CLASIFICACIÓN Y MANEJO DE LA DOTACIÓN ;P;1;ANULADO;2019-02-08;TALENTO HUMANO;;;;;;;;1;2024-08-12;1984;alerta;;x;
BIENESTAR;BIE-P011;CELEBRACIÓN DE LA UNIDAD;P;1;OBSOLETO;2019-02-09;TALENTO HUMANO;;;;;;;;;2024-08-12;1983; ;x;;
BIENESTAR;BIE-P012;RECONOCIMIENTO TRIMESTRAL Y ANUAL;P;2;DESACTUALIZADO;2019-02-10;TALENTO HUMANO;;;;;;;;;2024-08-12;1982;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L001;MAPA CUARTO FRIO DE CONGELADOS COD. CC2;L;5;DESACTUALIZADO;2019-02-11;CULINARY - CAP;;;;;;;;;2024-08-12;1981;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L002;MAPA CUARTO DE ALISTAMIENTO RECETAS CAR COCINA;L;14;DESACTUALIZADO;2019-02-12;CULINARY - CAP;;;;;;;;;2024-08-12;1980;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L003;MAPA CUARTO FRIO DE LACTEOS Y EMBUTIDOS COD - CR 3;L;5;OBSOLETO;2019-02-13;CULINARY - CAP;;;;;;;;2;2024-08-12;1979; ;x;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L004;MAPA CUARTO PRECAMA DE FRIOS COD - CR10;L;11;DESACTUALIZADO;2019-02-14;CULINARY - CAP;;;;;;;;2;2024-08-12;1978;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L005;MAPA AREA FRUVER HIGIENIZADO;L;7;DESACTUALIZADO;2019-02-15;CULINARY - CAP;;;;;;;;;2024-08-12;1977;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L006;MAPA CUARTO DE HIGIENIZACIÓN ;L;9;DESACTUALIZADO;2019-02-16;CULINARY - CAP;;;;;;;;;2024-08-12;1976;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L007;MAPA CUARTO PRECÁMARA DE DESCONGELACIÓN COD. CR 7;L;7;DESACTUALIZADO;2019-02-17;CULINARY - CAP;;;;;;;;;2024-08-12;1975;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L008;MAPA CUARTO FRÍO PREALISTAMIENTO DE FRUVER PARA HIGIENIZAR COD CR4;L;7;OBSOLETO;2019-02-18;CULINARY - CAP;;;;;;;;;2024-08-12;1974; ;x;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L009;CUARTO DE ASCENSORES 2 Y 3;L;2;DESACTUALIZADO;2019-02-19;CULINARY - CAP;;;;;;;;;2024-08-12;1973;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L010;MAPA CUARTO DE ALMACENAMIENTO DE CARNES;L;1;DESACTUALIZADO;2019-02-20;CULINARY - CAP;;;;;;;;;2024-08-12;1972;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L011;MAPA CUARTO CON CANASTILLAS CON PRODUCTOS HIGIENIZADOS EMPACADOS ;L;3;DESACTUALIZADO;2019-02-21;CULINARY - CAP;;;;;;;;;2024-08-12;1971;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L012;CUARTO DE HERRAMIENTAS;L;2;DESACTUALIZADO;2019-02-22;CULINARY - CAP;;;;;;;;;2024-08-12;1970;alerta;;;
 CUARTO DE ALMACENAMIENTO DE PRODUCCION;CAP-L013;MAPA CUARTO DE ALISTAMIENTO RECETAS CAR PANADERÍA Y PASTELERÍA;L;1;DESACTUALIZADO;2019-02-23;CULINARY - CAP;;;;;;;;;2024-08-12;1969;alerta;;;
CARTERA;CAR-F001;RECIBO DE CAJA;F;5;ANULADO;2019-02-24;FINANCIERA;;;;;;;;;2024-08-12;1968;alerta;;X;
CARTERA;CAR-P001;CUENTAS POR COBRAR;P;2;ANULADO;2019-02-25;FINANCIERA;;;;;;;;1;2024-08-12;1967;alerta;;X;
CARTERA;CAR-P002;CUENTAS POR COBRAR EN EL EXTERIOR;P;1;ANULADO;2019-02-26;FINANCIERA;;;;;;;;2;2024-08-12;1966;alerta;;X;
CASINO INSTITUCIONAL;CAS-F005;ASEO CUARTO DE BASURAS Y BAÑOS DE CASINO;F;2;OBSOLETO;2019-02-27;CASINO;;;;;;;;"1
";2024-08-12;1965; ;x;;
CASINO INSTITUCIONAL;CAS-F006;SOLICITUD SERVICIOS DE CASINO PARA AVIANCA SERVICE;F;2;OBSOLETO;2019-02-28;CASINO;;;;;;;;1;2024-08-12;1964; ;x;;
CASINO INSTITUCIONAL;CAS-F007;LISTA DE VERIFICACION - CAMBIO DE TURNO SUPERVISOR;F;1;OBSOLETO;2019-03-01;CASINO;;;;;;;;"1
";2024-08-12;1961; ;x;;
CASINO INSTITUCIONAL;CAS-F008;CCP1 -  CHECKLIST DE CONTROL DE TEMPERATURA DE RECEPCIÓN;F;1;OBSOLETO;2019-03-02;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1960; ;x;;
CASINO INSTITUCIONAL;CAS-F009;CHECKLIST CCP 2.1  -  TEMPERATURA DE ALMACENAMIENTO DE ALIMENTOS CONGELADOS;F;1;OBSOLETO;2019-03-03;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1959; ;x;;
CASINO INSTITUCIONAL;CAS-F010; CCP 2.1  -  TEMPERATURA DE ALMACENAMIENTO DE ALIMENTOS REFRIGERADOS;F;1;OBSOLETO;2019-03-04;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1958; ;x;;
CASINO INSTITUCIONAL;CAS-F011;CONTROL EN LA  DESCONGELACIÓN  DE  PRODUCTOS  DE ALTO RIESGO;F;1;OBSOLETO;2019-03-05;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1957; ;x;;
CASINO INSTITUCIONAL;CAS-F012;CCP5  -  CONTROL DE LA MANIPULACIÓN DE LOS ALIMENTOS;F;2;OBSOLETO;2019-03-06;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1956; ;x;;
CASINO INSTITUCIONAL;CAS-F013;SEGUIMIETO Y VERIFICACIÓN DEL PORCIONADO DE CÁRNICOS CRUDOS;F;1;OBSOLETO;2019-03-07;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1955; ;x;;
CASINO INSTITUCIONAL;CAS-F014;CCP 6- TEMPERATURA DE LOS ALIMENTOS DURANTE EL DESPACHO PARA CASINOS;F;2;OBSOLETO;2019-03-08;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1954; ;x;;
CASINO INSTITUCIONAL;CAS-F015;TEMPERATURA DE LOS ALIMENTOS DURANTE EL RECIBO EN CASINO ;F;2;OBSOLETO;2019-03-09;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1953; ;x;;
CASINO INSTITUCIONAL;CAS-F016;TEMPERATURA DE LOS ALIMENTOS EN EL MONTAJE DE LA LÍNEA;F;1;OBSOLETO;2019-03-10;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1952; ;x;;
CASINO INSTITUCIONAL;CAS-F017;ACTAS BAJAS DE PRODUCCION CASINO;F;2;OBSOLETO;2019-03-11;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1951; ;x;;
CASINO INSTITUCIONAL;CAS-F018;ENTREGA DE TERMOS, CAMBROS Y TERMOMETROS ;F;1;OBSOLETO;2019-03-12;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1950; ;x;;
CASINO INSTITUCIONAL;CAS-F019;VERIFICACION DISPONIBILIDAD JABON Y DESINFECTANTE;F;2;OBSOLETO;2019-03-13;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1949; ;x;;
CASINO INSTITUCIONAL;CAS-F020;TOMA DE CONTRAMUESTRAS CASINOS;F;1;OBSOLETO;2019-03-14;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1948; ;x;;
CASINO INSTITUCIONAL;CAS-F021;SOP 6  VERIFICACIÓN PROCESOS DE DESINFECCION DE PRODUCTOS EMPACADOS Y HUEVOS;F;1;OBSOLETO;2019-03-15;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1947; ;x;;
CASINO INSTITUCIONAL;CAS-F022;VERIFICACIÓN CONCENTRACIÓN DE PRODUCTOS DE LIMPIEZA PREPARADOS EN EL CASINO;F;2;OBSOLETO;2019-03-16;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1946; ;x;;
CASINO INSTITUCIONAL;CAS-F023;SOP8 a - PROCEDIMIENTO LAVADO Y DESINFECCIÓN: LAVADO MECÁNICO;F;1;OBSOLETO;2019-03-17;COMPLIANCE - CASINOS;;;;;;;;1;2024-08-12;1945; ;x;;
CASINO INSTITUCIONAL;CAS-F024;CHECK LIST PARA INICIO DE SERVICIO;F;2;OBSOLETO;2019-03-18;CASINO;;;;;;;;1;2024-08-12;1944; ;x;;
CASINO INSTITUCIONAL;CAS-F025;PROGRAMACIÓN PROTEINAS PARA SERVICIO DE CASINO;F;1;OBSOLETO;2019-03-19;CASINO;;;;;;;;"1
";2024-08-12;1943; ;x;;
CASINO INSTITUCIONAL;CAS-F026;CONSUMO INTERNO PARA CASINOS;F;1;OBSOLETO;2019-03-20;CASINO;;;;;;;;"1
";2024-08-12;1942; ;x;;
CASINO INSTITUCIONAL;CAS-F027;CONTROL DE DISPENSADOR SUCIO;F;1;OBSOLETO;2019-03-21;CASINO;;;;;;;;2;2024-08-12;1941; ;x;;
CASINO INSTITUCIONAL;CAS-F028;CONTROL DE DISPENSADOR LIMPIO;F;1;OBSOLETO;2019-03-22;CASINO;;;;;;;;3;2024-08-12;1940; ;x;;
CASINO INSTITUCIONAL;CAS-F029;FORMATO DE ENTREGA DE CAJA Y REPORTE DE VENTAS POR TURNO;F;2;OBSOLETO;2019-03-23;CASINO;;;;;;;;"1
";2024-08-12;1939; ;x;;
CASINO INSTITUCIONAL;CAS-F030;PROGRAMACION SEMANAL PRODUCCION EN CONNECTA;F;2;OBSOLETO;2019-03-24;CASINO;;;;;;;;"1
";2024-08-12;1938; ;x;;
CASINO INSTITUCIONAL;CAS-F031;FORMATO CONTROL DIARIO DE INVENTARIOS;F;2;OBSOLETO;2019-03-25;CASINO;;;;;;;;"1
";2024-08-12;1937; ;x;;
CASINO INSTITUCIONAL;CAS-F032;FORMATO DE SOLICITUD DE PEDIDOS;F;2;OBSOLETO;2019-03-26;CASINO;;;;;;;;"1
";2024-08-12;1936; ;x;;
CASINO INSTITUCIONAL;CAS-F033;CHECK LIST OPERATIVOS CAFETERIAS;F;2;OBSOLETO;2019-03-27;CASINO;;;;;;;;"1
";2024-08-12;1935; ;x;;
CASINO INSTITUCIONAL;CAS-F034;ARQUEO DE CAJAS GATEGOURMET CASINOS;F;2;OBSOLETO;2019-03-28;CASINO;;;;;;;;"1
";2024-08-12;1934; ;x;;
CASINO INSTITUCIONAL;CAS-F035;SOLICITUD DE SERVICIOS ESPECIALES;F;2;OBSOLETO;2019-03-29;CASINO;;;;;;;;"1
";2024-08-12;1933; ;x;;
CASINO INSTITUCIONAL;CAS-F036;CONTROL ENTREGA PROTEINAS PRODUCCION GATEGOURMET;F;2;OBSOLETO;2019-03-30;CASINO;;;;;;;;"1
";2024-08-12;1932; ;x;;
CASINO INSTITUCIONAL;CAS-F037;REGISTRO LIMPIEZA DE DISPENSADOR DE AGUA;F;2;OBSOLETO;2019-03-31;CASINO;;;;;;;;"1
";2024-08-12;1932; ;x;;
CASINO INSTITUCIONAL;CAS-F038;REGISTRO DE LIMPIEZA EQUIPOS;F;2;OBSOLETO;2019-04-01;CASINO;;;;;;;;"1
";2024-08-12;1931; ;x;;
CASINO INSTITUCIONAL;CAS-F039;ENTREGA DE TURNO LIMPIEZA Y DESINFECCION AREAS DE CASINO;F;2;OBSOLETO;2019-04-02;CASINO;;;;;;;;"1
";2024-08-12;1930; ;x;;
CASINO INSTITUCIONAL;CAS-F040;CONTROL DE CONSIGNACIONES HERMOD;F;1;OBSOLETO;2019-04-03;CASINO;;;;;;;;"1
";2024-08-12;1929; ;x;;
CASINO INSTITUCIONAL;CAS-F041;CHECK LIST OPERATIVO CAFETERÍAS;F;1;OBSOLETO;2019-04-04;CASINO;;;;;;;;"1
";2024-08-12;1928; ;x;;
CASINO INSTITUCIONAL;CAS-F042;CHECK LIST DE EVENTOS SERVICIOS ESPECIALES;F;1;OBSOLETO;2019-04-05;CASINO;;;;;;;;"1
";2024-08-12;1927; ;x;;
CASINO INSTITUCIONAL;CAS-F043;SOLICITUD DE SUMINISTROS GATE GOURMET;F;1;OBSOLETO;2019-04-06;CASINO;;;;;;;;"1
";2024-08-12;1926; ;x;;
CASINO INSTITUCIONAL;CAS-F044;CONTROL ENTREGA DE EQUIPO MANTENIMIENTO;F;1;OBSOLETO;2019-04-07;CASINO;;;;;;;;"1
";2024-08-12;1925; ;x;;
CASINO INSTITUCIONAL;CAS-F045;FORMATO CUMPLIMIENTO DE CUIDADOS E HIGIENE PERSONAL;F;1;OBSOLETO;2019-04-08;CASINO;;;;;;;;;2024-08-12;1924; ;x;;
CASINO INSTITUCIONAL;CAS-F046;CONTROL ENTREGA DE EPP CAFETERÍA GATE GOURMET;F;1;OBSOLETO;2019-04-09;CASINO;;;;;;;;"1
";2024-08-12;1923; ;x;;
CASINO INSTITUCIONAL;CAS-F047;INVENTARIO SEMANAL CAFETERÍA GATE GOURMET;F;1;OBSOLETO;2019-04-10;CASINO;;;;;;;;"1
";2024-08-12;1922; ;x;;
CASINO INSTITUCIONAL;CAS-I004;LAVADO Y DESINFECCION DE PULPAS DE FRUTAS EMPACADAS ;I;1;OBSOLETO;2019-04-11;CASINO;;;;;;;;2;2024-08-12;1921; ;x;;
CASINO INSTITUCIONAL;CAS-I005;ARMADO DEL DISPENSADOR DE JUGOS;I;1;OBSOLETO;2019-04-12;CASINO;;;;;;;;3;2024-08-12;1920; ;x;;
CASINO INSTITUCIONAL;CAS-L002;MAPA ÁREA DE VÍVERES DE ALMACÉN CASINO TPA;L;2;OBSOLETO;2019-04-13;CASINO;;;;;;;;2;2024-08-12;1919; ;x;;
CASINO INSTITUCIONAL;CAS-L003;MAPA ÁREA DE COCINA FRÍA CASINO TPA;L;3;OBSOLETO;2019-04-14;CASINO;;;;;;;;2;2024-08-12;1918; ;x;;
